longitude,latitude,year,month,area,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,LC_Type1,sand,silt,clay,soc,ph,bdod,cec,POP
27.771418,31.140099,2023,6,Matrouh,0.0994,23.552084,17.300148,67.9614,0.036821112,1.2083598E10,60,386,334,281,151,79,149,150,0.15526828
27.7804,31.095184,2023,6,Matrouh,0.0993,23.552084,17.300148,67.9614,0.036821112,1.2083598E10,60,347,367,287,157,79,147,163,2.3185562E-4
27.708534,31.131117,2023,6,Matrouh,0.09215,23.459297,17.075224,67.37669,0.034091152,1.2092339E10,60,385,333,283,151,80,148,154,0.022948824
28.328373,31.0323,2023,6,Matrouh,0.1054,24.431454,16.8858,62.790745,0.033116687,1.208873E10,60,386,319,297,160,80,148,162,0.059321873
27.852266,31.11315,2023,6,Matrouh,0.102,23.955578,17.575302,67.4928,0.037779454,1.2051752E10,60,362,356,282,158,79,148,170,0.3086646
27.95108,31.02332,2023,6,Matrouh,0.12365,24.124966,16.797176,63.597393,0.032144465,1.2105693E10,60,345,321,335,149,79,142,182,7.023965E-5
27.55582,31.140099,2023,6,Matrouh,0.10295,23.414179,16.898293,66.80675,0.031429205,1.2098637E10,60,406,326,269,171,79,145,165,0.0028503062
27.744467,31.185015,2023,6,Matrouh,0.11295,23.435759,17.943092,71.274086,0.041580755,1.1982169E10,60,420,317,264,210,79,145,226,0.014963263
27.8343,31.220947,2023,6,Matrouh,0.12515,23.363821,18.119757,72.38442,0.04457661,1.1974351E10,60,429,298,273,315,79,141,215,0.37005156
27.798367,31.104166,2023,6,Matrouh,0.09495,23.552084,17.300148,67.9614,0.036821112,1.2083598E10,60,399,325,277,156,79,149,160,0.026141748
27.771418,31.193998,2023,6,Matrouh,0.11295,23.363821,18.119757,72.38442,0.04457661,1.1974351E10,60,427,299,274,273,79,141,219,0.03577625
27.528872,31.041285,2023,6,Matrouh,0.12035,23.55107,15.897535,62.16512,0.025244793,1.2199093E10,60,349,379,273,147,80,142,165,2.25E-5
27.627687,31.193998,2023,6,Matrouh,0.10315,23.437475,17.832516,70.772156,0.040878285,1.1971812E10,60,396,359,245,195,80,138,189,0.10903777
27.744467,31.158066,2023,6,Matrouh,0.133,23.435759,17.943092,71.274086,0.041580755,1.1982169E10,60,415,294,292,159,80,147,165,9.2E-5
27.789383,31.11315,2023,6,Matrouh,0.08255,23.552084,17.300148,67.9614,0.036821112,1.2083598E10,60,390,336,274,158,79,148,154,0.124439016
27.80735,31.16705,2023,6,Matrouh,0.11545,23.363821,18.119757,72.38442,0.04457661,1.1974351E10,60,362,348,290,161,79,146,172,0.28192312
27.843283,31.0862,2023,6,Matrouh,0.10525,23.552084,17.300148,67.9614,0.036821112,1.2083598E10,60,351,361,289,157,80,146,171,7.2E-6
27.852266,31.0862,2023,6,Matrouh,0.10155,23.955578,17.575302,67.4928,0.037779454,1.2051752E10,60,354,365,282,157,80,146,174,1.1E-5
27.591753,31.131117,2023,6,Matrouh,0.09675,23.414179,16.898293,66.80675,0.031429205,1.2098637E10,60,372,363,265,183,79,142,170,0.13380352
28.418203,31.041285,2023,6,Matrouh,0.10245,24.401596,16.817701,62.6319,0.03622184,1.2121494E10,60,418,292,291,190,79,147,169,0.5165936
27.60972,31.104166,2023,6,Matrouh,0.10835,23.414179,16.898293,66.80675,0.031429205,1.2098637E10,60,361,331,309,146,79,147,163,5.3276766E-5
27.8343,31.202982,2023,6,Matrouh,0.14425,23.363821,18.119757,72.38442,0.04457661,1.1974351E10,60,434,319,248,168,79,147,198,0.07844961
28.43617,31.0323,2023,6,Matrouh,0.12595,24.401596,16.817701,62.6319,0.03622184,1.2121494E10,50,415,294,291,190,79,148,169,8.764973
27.63667,31.193998,2023,6,Matrouh,0.11375,23.437475,17.832516,70.772156,0.040878285,1.1971812E10,60,389,365,247,430,80,119,196,0.8260554
27.798367,31.140099,2023,6,Matrouh,0.102,23.552084,17.300148,67.9614,0.036821112,1.2083598E10,60,391,325,285,165,79,147,155,0.20817196
27.600737,31.158066,2023,6,Matrouh,0.0963,23.437475,17.832516,70.772156,0.040878285,1.1971812E10,60,360,341,300,185,80,145,150,2.4E-5
28.31939,31.0323,2023,6,Matrouh,0.1007,24.431454,16.8858,62.790745,0.033116687,1.208873E10,60,386,319,297,160,80,148,162,0.016252303
27.906164,31.077217,2023,6,Matrouh,0.10475,23.955578,17.575302,67.4928,0.037779454,1.2051752E10,60,359,325,316,149,80,145,206,0.02618522
27.726501,31.0862,2023,6,Matrouh,0.09755,23.459297,17.075224,67.37669,0.034091152,1.2092339E10,40,352,347,302,151,80,145,172,0.04694425
28.346338,31.005352,2023,6,Matrouh,0.11185,24.431454,16.8858,62.790745,0.033116687,1.208873E10,60,389,348,264,154,80,150,156,1.2275E-4
28.38227,31.005352,2023,6,Matrouh,0.11215,24.401596,16.817701,62.6319,0.03622184,1.2121494E10,60,406,340,255,184,80,149,165,1.1572683E-5
28.418203,31.005352,2023,6,Matrouh,0.1145,24.401596,16.817701,62.6319,0.03622184,1.2121494E10,60,450,307,243,209,80,147,172,0.06262517
27.744467,31.122133,2023,6,Matrouh,0.085,23.459297,17.075224,67.37669,0.034091152,1.2092339E10,60,382,335,283,152,79,149,157,0.34135053
27.924131,31.077217,2023,6,Matrouh,0.0988,23.955578,17.575302,67.4928,0.037779454,1.2051752E10,60,385,317,299,150,79,145,195,1.5800077
28.14871,31.02332,2023,6,Matrouh,0.10875,24.280935,16.875093,63.317055,0.03159786,1.207328E10,60,369,349,283,152,80,148,158,0.143037
27.8343,31.140099,2023,6,Matrouh,0.1096,23.552084,17.300148,67.9614,0.036821112,1.2083598E10,60,367,340,293,153,79,147,162,2.8461258
27.7804,31.140099,2023,6,Matrouh,0.09815,23.552084,17.300148,67.9614,0.036821112,1.2083598E10,60,395,321,285,155,79,149,153,0.027696699
27.66362,31.005352,2023,6,Matrouh,0.1131,23.635202,16.273481,63.353153,0.028998876,1.2196999E10,60,344,354,303,80,80,142,153,0.039710667
27.789383,31.131117,2023,6,Matrouh,0.0894,23.552084,17.300148,67.9614,0.036821112,1.2083598E10,60,382,330,288,163,79,148,153,5.6487548E-5
27.906164,31.0862,2023,6,Matrouh,0.0896,23.955578,17.575302,67.4928,0.037779454,1.2051752E10,60,384,313,304,153,79,146,205,0.24456923
