longitude,latitude,year,month,area,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,LC_Type1,sand,silt,clay,soc,ph,bdod,cec,POP
27.771418,31.140099,2024,9,Matrouh,0.0886,26.534103,19.14032,63.854588,0.018451303,9.520279E9,60,386,334,281,151,79,149,150,0.15797256
27.7804,31.095184,2024,9,Matrouh,0.0853,26.534103,19.14032,63.854588,0.018451303,9.520279E9,60,347,367,287,157,79,147,163,2.34718E-4
27.708534,31.131117,2024,9,Matrouh,0.0798,26.374918,18.922522,63.587086,0.032968063,9.529549E9,60,385,333,283,151,80,148,154,0.023528397
28.328373,31.0323,2024,9,Matrouh,0.10085,26.99373,18.980898,61.533615,0.0031606767,9.463661E9,60,386,319,297,160,80,148,162,0.0597157
27.852266,31.11315,2024,9,Matrouh,0.0981,26.970055,19.453941,63.463505,0.010125036,9.483086E9,60,362,356,282,158,79,148,170,0.31307545
27.95108,31.02332,2024,9,Matrouh,0.10725,26.695518,19.009724,62.73626,0.006020426,9.516377E9,60,345,321,335,149,79,142,182,7.198788E-5
27.55582,31.140099,2024,9,Matrouh,0.0889,26.265137,18.7763,63.41863,0.047543984,9.536263E9,60,406,326,269,171,79,145,165,0.0028700659
27.744467,31.185015,2024,9,Matrouh,0.1092,26.733337,19.55184,64.74714,0.02808521,9.43103E9,60,420,317,264,210,79,145,226,0.015144843
27.8343,31.220947,2024,9,Matrouh,0.1077,26.739414,19.748476,65.5196,0.012191295,9.422983E9,60,429,298,273,315,79,141,215,0.3753364
27.798367,31.104166,2024,9,Matrouh,0.0881,26.534103,19.14032,63.854588,0.018451303,9.520279E9,60,399,325,277,156,79,149,160,0.026834272
27.771418,31.193998,2024,9,Matrouh,0.1097,26.739414,19.748476,65.5196,0.012191295,9.422983E9,60,427,299,274,273,79,141,219,0.03643605
27.528872,31.041285,2024,9,Matrouh,0.09825,25.99115,18.08103,61.705284,0.05048119,9.621346E9,60,349,379,273,147,80,142,165,2.35E-5
27.627687,31.193998,2024,9,Matrouh,0.08675,26.666822,19.482092,64.72007,0.036433473,9.424714E9,60,396,359,245,195,80,138,189,0.11144795
27.744467,31.158066,2024,9,Matrouh,0.106,26.733337,19.55184,64.74714,0.02808521,9.43103E9,60,415,294,292,159,80,147,165,9.54E-5
27.789383,31.11315,2024,9,Matrouh,0.0785,26.534103,19.14032,63.854588,0.018451303,9.520279E9,60,390,336,274,158,79,148,154,0.1274909
27.80735,31.16705,2024,9,Matrouh,0.10355,26.739414,19.748476,65.5196,0.012191295,9.422983E9,60,362,348,290,161,79,146,172,0.28482255
27.843283,31.0862,2024,9,Matrouh,0.09305,26.534103,19.14032,63.854588,0.018451303,9.520279E9,60,351,361,289,157,80,146,171,7.6E-6
27.852266,31.0862,2024,9,Matrouh,0.09545,26.970055,19.453941,63.463505,0.010125036,9.483086E9,60,354,365,282,157,80,146,174,1.2E-5
27.591753,31.131117,2024,9,Matrouh,0.08885,26.265137,18.7763,63.41863,0.047543984,9.536263E9,60,372,363,265,183,79,142,170,0.13684925
28.418203,31.041285,2024,9,Matrouh,0.1205,27.032898,18.807468,60.730293,0.0035184163,9.476471E9,60,418,292,291,190,79,147,169,0.52261025
27.60972,31.104166,2024,9,Matrouh,0.1032,26.265137,18.7763,63.41863,0.047543984,9.536263E9,60,361,331,309,146,79,147,163,5.64406E-5
27.8343,31.202982,2024,9,Matrouh,0.1169,26.739414,19.748476,65.5196,0.012191295,9.422983E9,60,434,319,248,168,79,147,198,0.079482205
28.43617,31.0323,2024,9,Matrouh,0.1093,27.032898,18.807468,60.730293,0.0035184163,9.476471E9,50,415,294,291,190,79,148,169,8.969036
