longitude,latitude,year,month,area,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,LC_Type1,sand,silt,clay,soc,ph,bdod,cec,POP
30.88857,28.714647,2023,2,Fayoum,0.69895,13.939302,2.5619252,46.17256,0.0055891504,7.3245804E9,40,508,228,264,687,79,124,201,0.022392677
30.789757,28.831429,2023,2,Fayoum,0.6984,14.350353,2.9482398,46.207966,0.006098837,7.2750664E9,40,562,177,262,291,80,131,180,3.9527404
30.852638,29.038042,2023,2,Fayoum,0.29095,14.260478,3.1482406,47.140247,0.014666945,7.114084E9,40,533,233,234,114,80,134,153,14.714616
30.897554,28.840412,2023,2,Fayoum,0.73105,14.227681,2.8352056,46.20479,0.006705262,7.2523397E9,40,526,196,280,288,76,129,211,62.989548
30.852638,28.80448,2023,2,Fayoum,0.58085,14.227681,2.8352056,46.20479,0.006705262,7.2523397E9,40,508,226,266,320,76,129,203,17.422743
30.951452,29.109907,2023,2,Fayoum,0.76855,14.303708,3.2231364,47.258076,0.015738472,7.073634E9,40,508,242,251,314,77,129,190,0.31029052
31.005352,29.208721,2023,2,Fayoum,0.3131,14.279003,3.2629545,47.46711,0.016821776,7.024321E9,60,496,248,257,96,81,131,147,0.39798707
30.96942,29.100924,2023,2,Fayoum,0.5951,14.303708,3.2231364,47.258076,0.015738472,7.073634E9,40,513,233,255,322,77,129,188,2.0344336
30.879587,28.94821,2023,2,Fayoum,0.74265,14.37965,3.0651658,46.503876,0.010661155,7.1743826E9,40,540,184,278,316,75,129,205,1.1566609E-4
30.852638,29.020075,2023,2,Fayoum,0.74055,14.260478,3.1482406,47.140247,0.014666945,7.114084E9,40,514,227,260,119,80,133,165,0.6701612
30.987385,29.11889,2023,2,Fayoum,0.6805,14.303708,3.2231364,47.258076,0.015738472,7.073634E9,40,529,209,263,333,76,129,193,5.1308203
30.726873,28.732615,2023,2,Fayoum,0.80365,14.27553,2.7860723,45.901604,0.0043520485,7.3610865E9,40,555,175,271,245,80,132,200,14.640347
31.140099,29.100924,2023,2,Fayoum,0.4548,14.259966,3.1263492,47.06887,0.010415599,7.146991E9,80,530,234,237,422,74,126,185,8.529082
31.0862,29.064991,2023,2,Fayoum,0.59605,14.259966,3.1263492,47.06887,0.010415599,7.146991E9,40,532,232,236,259,77,129,197,202.30746
30.951452,29.26262,2023,2,Fayoum,0.1032,13.963004,3.287383,48.53325,0.01806401,6.988423E9,60,491,264,245,51,81,139,151,0.01803625
