longitude,latitude,year,month,area,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,LC_Type1,sand,silt,clay,soc,ph,bdod,cec,POP
30.88857,28.714647,2023,4,Fayoum,0.3984,23.024542,2.540057,26.078564,0.001682312,1.126965E10,40,508,228,264,687,79,124,201,0.022392677
30.789757,28.831429,2023,4,Fayoum,0.5111,23.264242,3.0411096,26.63293,0.0017492778,1.1267729E10,40,562,177,262,291,80,131,180,3.9527404
30.852638,29.038042,2023,4,Fayoum,0.211,23.12462,3.5214615,27.785976,0.0034452162,1.1171017E10,40,533,233,234,114,80,134,153,14.714616
30.897554,28.840412,2023,4,Fayoum,0.53325,23.273907,2.8510785,26.261444,0.002092228,1.1229985E10,40,526,196,280,288,76,129,211,62.989548
30.852638,28.80448,2023,4,Fayoum,0.478,23.273907,2.8510785,26.261444,0.002092228,1.1229985E10,40,508,226,266,320,76,129,203,17.422743
30.951452,29.109907,2023,4,Fayoum,0.57145,23.163488,3.6071305,27.8886,0.004532679,1.1158107E10,40,508,242,251,314,77,129,190,0.31029052
31.005352,29.208721,2023,4,Fayoum,0.1578,23.009188,3.7853558,28.50584,0.0069839926,1.1133146E10,60,496,248,257,96,81,131,147,0.39798707
30.96942,29.100924,2023,4,Fayoum,0.4232,23.163488,3.6071305,27.8886,0.004532679,1.1158107E10,40,513,233,255,322,77,129,188,2.0344336
30.879587,28.94821,2023,4,Fayoum,0.6206,23.34142,3.240621,26.885712,0.0028258048,1.1189413E10,40,540,184,278,316,75,129,205,1.1566609E-4
30.852638,29.020075,2023,4,Fayoum,0.3969,23.12462,3.5214615,27.785976,0.0034452162,1.1171017E10,40,514,227,260,119,80,133,165,0.6701612
30.987385,29.11889,2023,4,Fayoum,0.5587,23.163488,3.6071305,27.8886,0.004532679,1.1158107E10,40,529,209,263,333,76,129,193,5.1308203
30.726873,28.732615,2023,4,Fayoum,0.50355,23.083033,2.96803,26.787556,9.595759E-4,1.1329752E10,40,555,175,271,245,80,132,200,14.640347
31.140099,29.100924,2023,4,Fayoum,0.37105,23.173332,3.2838666,27.243479,0.004111617,1.122956E10,80,530,234,237,422,74,126,185,8.529082
