longitude,latitude,year,month,area,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,LC_Type1,sand,silt,clay,soc,ph,bdod,cec,POP
30.88857,28.714647,2023,11,Fayoum,0.523,21.737682,10.303136,48.15044,0.0018545613,6.815743E9,40,508,228,264,687,79,124,201,0.022392677
30.789757,28.831429,2023,11,Fayoum,0.40605,22.079922,10.654451,48.27238,0.0030908138,6.8169134E9,40,562,177,262,291,80,131,180,3.9527404
30.852638,29.038042,2023,11,Fayoum,0.26585,22.025728,10.822748,48.977894,0.004620837,6.6811167E9,40,533,233,234,114,80,134,153,14.714616
30.897554,28.840412,2023,11,Fayoum,0.63435,22.015291,10.530425,48.0642,0.0023782924,6.772585E9,40,526,196,280,288,76,129,211,62.989548
30.852638,28.80448,2023,11,Fayoum,0.5626,22.015291,10.530425,48.0642,0.0023782924,6.772585E9,40,508,226,266,320,76,129,203,17.422743
30.951452,29.109907,2023,11,Fayoum,0.59415,22.08395,10.8218155,48.80119,0.0057286266,6.635417E9,40,508,242,251,314,77,129,190,0.31029052
31.005352,29.208721,2023,11,Fayoum,0.3471,22.051434,10.899219,49.150448,0.0064341743,6.592469E9,60,496,248,257,96,81,131,147,0.39798707
30.96942,29.100924,2023,11,Fayoum,0.45315,22.08395,10.8218155,48.80119,0.0057286266,6.635417E9,40,513,233,255,322,77,129,188,2.0344336
30.879587,28.94821,2023,11,Fayoum,0.6606,22.156841,10.747795,48.346024,0.0032367148,6.719098E9,40,540,184,278,316,75,129,205,1.1566609E-4
30.852638,29.020075,2023,11,Fayoum,0.36725,22.025728,10.822748,48.977894,0.004620837,6.6811167E9,40,514,227,260,119,80,133,165,0.6701612
30.987385,29.11889,2023,11,Fayoum,0.62955,22.08395,10.8218155,48.80119,0.0057286266,6.635417E9,40,529,209,263,333,76,129,193,5.1308203
30.726873,28.732615,2023,11,Fayoum,0.4205,21.992188,10.530187,48.131264,0.0035239998,6.8928133E9,40,555,175,271,245,80,132,200,14.640347
31.140099,29.100924,2023,11,Fayoum,0.32555,22.060238,10.577881,48.084435,0.0066646617,6.6822804E9,80,530,234,237,422,74,126,185,8.529082
31.0862,29.064991,2023,11,Fayoum,0.5039,22.060238,10.577881,48.084435,0.0066646617,6.6822804E9,40,532,232,236,259,77,129,197,202.30746
30.951452,29.26262,2023,11,Fayoum,0.09265,21.708963,10.9216175,50.264435,0.006950129,6.559604E9,60,491,264,245,51,81,139,151,0.01803625
30.88857,29.253637,2023,11,Fayoum,0.3841,22.08124,11.208955,50.080627,0.0057505183,6.542861E9,40,484,252,265,200,80,132,162,9.808044
30.879587,28.77753,2023,11,Fayoum,0.559,22.015291,10.530425,48.0642,0.0023782924,6.772585E9,40,521,204,277,303,75,128,210,0.8060107
30.780773,29.082958,2023,11,Fayoum,0.10295,21.888084,11.039537,50.108086,0.0073875804,6.679787E9,60,541,187,273,47,81,130,171,0.1356074
31.122133,29.26262,2023,11,Fayoum,0.5938,21.739616,10.818365,49.82699,0.008214653,6.580065E9,40,512,217,271,254,77,131,189,6.1850777
30.91552,29.307537,2023,11,Fayoum,0.5304,22.08124,11.208955,50.080627,0.0057505183,6.542861E9,40,498,231,272,282,79,132,190,18.110487
30.852638,28.822447,2023,11,Fayoum,0.5631,22.015291,10.530425,48.0642,0.0023782924,6.772585E9,40,517,226,259,307,75,129,203,66.12103
30.753824,29.109907,2023,11,Fayoum,0.4443,21.888084,11.039537,50.108086,0.0073875804,6.679787E9,40,508,254,238,104,80,135,152,15.242498
30.82569,29.127872,2023,11,Fayoum,0.4347,21.888084,11.039537,50.108086,0.0073875804,6.679787E9,40,502,245,254,341,79,130,179,4.7500002E-6
30.82569,28.732615,2023,11,Fayoum,0.6114,22.144833,10.54425,47.729855,0.0027302075,6.864258E9,40,516,224,261,309,77,130,191,69.14938
