longitude,latitude,year,month,area,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,LC_Type1,sand,silt,clay,soc,ph,bdod,cec,POP
32.209095,30.178902,2023,5,NorthSinai,0.08095,23.213942,10.005076,43.14689,0.00932829,1.2407436E10,60,366,261,373,47,80,138,161,0.50418377
33.6464,30.331615,2023,5,NorthSinai,0.09915,21.372107,9.0600815,45.29885,0.015842043,1.250021E10,60,332,346,324,42,80,141,135,7.621487E-4
33.56555,31.0323,2023,5,NorthSinai,0.10195,21.837992,13.410148,58.745792,0.02251444,1.2217269E10,60,333,353,315,71,79,146,152,0.6758097
32.62232,30.160936,2023,5,NorthSinai,0.22275,23.420118,10.853013,45.093185,0.0039707334,1.2448412E10,40,396,329,276,52,80,137,141,0.7054075
32.34384,29.846525,2023,5,NorthSinai,0.10995,23.873615,9.377252,39.752407,0.00914136,1.2533329E10,60,413,306,281,58,80,137,146,1.8105264E-5
34.122505,30.017204,2023,5,NorthSinai,0.09575,22.124039,8.295583,41.082092,0.030064393,1.2717528E10,60,352,353,296,41,81,137,138,0.033754073
33.22419,31.041285,2023,5,NorthSinai,0.11215,22.096224,13.474102,58.068394,0.019850519,1.2200026E10,60,373,323,305,67,81,147,144,1.0670912
32.415707,31.068233,2023,5,NorthSinai,0.08755,22.77015,13.693014,56.535633,0.013918859,1.2005536E10,60,341,348,312,202,80,143,195,7.1E-5
32.101295,30.96942,2023,5,NorthSinai,0.2066,23.121092,12.852987,52.39351,0.008323841,1.1925919E10,80,305,291,404,182,79,131,222,0.244319
32.67622,30.035172,2023,5,NorthSinai,0.1072,23.694588,10.200856,42.465363,0.0012589475,1.2615196E10,60,399,302,299,57,80,141,156,2.96E-4
33.053513,30.187885,2023,5,NorthSinai,0.10725,21.10211,8.270363,43.65948,0.005304839,1.2649589E10,60,277,356,368,39,80,140,133,0.03629729
33.951828,31.104166,2023,5,NorthSinai,0.1106,21.878506,13.230733,57.918682,0.027731033,1.2288108E10,60,381,358,261,61,79,145,191,0.81057936
