longitude,latitude,year,month,area,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,LC_Type1,sand,silt,clay,soc,ph,bdod,cec,POP
32.209095,30.178902,2023,7,NorthSinai,0.07725,29.275032,15.342718,42.783375,0.0011615496,1.2883837E10,60,366,261,373,47,80,138,161,0.50418377
33.6464,30.331615,2023,7,NorthSinai,0.0919,27.083916,14.48043,45.985203,0.0027273449,1.3059726E10,60,332,346,324,42,80,141,135,7.621487E-4
33.56555,31.0323,2023,7,NorthSinai,0.0956,27.592613,19.732807,62.256756,0.0029348696,1.2631944E10,60,333,353,315,71,79,146,152,0.6758097
32.62232,30.160936,2023,7,NorthSinai,0.2441,29.266176,16.098164,44.926804,0.0026190078,1.2906692E10,40,396,329,276,52,80,137,141,0.7054075
32.34384,29.846525,2023,7,NorthSinai,0.1005,29.886797,14.279962,38.56411,6.391595E-4,1.2997139E10,60,413,306,281,58,80,137,146,1.8105264E-5
34.122505,30.017204,2023,7,NorthSinai,0.1003,27.27068,13.940734,43.920788,0.0057214354,1.3166065E10,60,352,353,296,41,81,137,138,0.033754073
33.22419,31.041285,2023,7,NorthSinai,0.11125,28.076715,19.818144,60.841515,0.006433273,1.2651511E10,60,373,323,305,67,81,147,144,1.0670912
32.415707,31.068233,2023,7,NorthSinai,0.0817,28.899393,20.318155,59.82318,0.0040936884,1.2533346E10,60,341,348,312,202,80,143,195,7.1E-5
32.101295,30.96942,2023,7,NorthSinai,0.4645,28.92867,19.784658,57.78032,0.0011269863,1.255265E10,80,305,291,404,182,79,131,222,0.244319
32.67622,30.035172,2023,7,NorthSinai,0.1048,29.574327,15.173925,41.59644,0.001481742,1.3059527E10,60,399,302,299,57,80,141,156,2.96E-4
33.053513,30.187885,2023,7,NorthSinai,0.10705,26.902786,13.148519,42.624004,0.0038088022,1.3105884E10,60,277,356,368,39,80,140,133,0.03629729
33.951828,31.104166,2023,7,NorthSinai,0.11245,27.38179,20.18946,64.84023,0.009433541,1.2585774E10,60,381,358,261,61,79,145,191,0.81057936
32.59537,30.071104,2023,7,NorthSinai,0.0903,29.852173,16.318829,44.048683,0.0021324197,1.2928217E10,60,417,292,292,75,80,135,146,1.3751205
32.34384,29.738728,2023,7,NorthSinai,0.09065,30.730553,14.7782545,37.94358,0.0019781666,1.2995336E10,60,450,295,256,68,80,136,161,0.1653245
34.149456,29.505165,2023,7,NorthSinai,0.10135,26.964315,10.700418,36.137943,0.0041463044,1.3252296E10,60,290,343,368,37,81,140,149,0.01638211
32.433674,29.927374,2023,7,NorthSinai,0.1026,29.416624,14.841742,41.088634,7.915798E-4,1.291525E10,60,420,264,317,74,80,137,144,2.9648137
32.50554,30.008223,2023,7,NorthSinai,0.10665,30.173532,16.422775,43.529335,0.0010307751,1.2860575E10,60,431,285,285,134,80,138,143,1.5365865
34.356068,30.82569,2023,7,NorthSinai,0.09185,27.000477,16.269997,51.837887,0.018618979,1.2891106E10,60,324,363,313,49,79,143,145,0.4768033
33.7003,30.646027,2023,7,NorthSinai,0.09975,27.783607,17.062986,52.071205,0.0019228592,1.2951661E10,60,352,354,294,50,80,144,142,4.0917077
32.54147,30.358564,2023,7,NorthSinai,0.1141,29.12699,16.870193,47.571438,0.0032488222,1.2807751E10,60,379,340,282,51,80,143,150,9.6689604E-5
34.19437,31.265863,2023,7,NorthSinai,0.177,28.07042,20.417154,63.1635,0.015170712,1.2219203E10,40,463,315,223,132,80,148,230,3.2360559
