longitude,latitude,year,month,area,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,LC_Type1,sand,silt,clay,soc,ph,bdod,cec,POP
32.209095,30.178902,2025,4,NorthSinai,0.07755,20.331583,7.066102,42.1728,0.015540002,1.0845679E10,60,366,261,373,47,80,138,161,0.5158834
33.6464,30.331615,2025,4,NorthSinai,0.0886,18.66454,5.3642435,41.59781,0.015408684,1.1128933E10,60,332,346,324,42,80,141,135,8.2323264E-4
33.56555,31.0323,2025,4,NorthSinai,0.0913,19.143507,10.33677,56.64493,0.039823335,1.0571239E10,60,333,353,315,71,79,146,152,0.6881918
32.62232,30.160936,2025,4,NorthSinai,0.1961,20.619453,7.98601,44.115566,0.0140286945,1.0962067E10,40,396,329,276,52,80,137,141,0.7629515
32.34384,29.846525,2025,4,NorthSinai,0.09805,20.922367,6.6024165,39.389633,0.010968966,1.1140753E10,60,413,306,281,58,80,137,146,1.9526316E-5
34.122505,30.017204,2025,4,NorthSinai,0.0899,19.43925,4.324777,36.861774,0.010562515,1.137182E10,60,352,353,296,41,81,137,138,0.03519153
33.22419,31.041285,2025,4,NorthSinai,0.0978,19.518768,10.729972,56.806213,0.04138339,1.05736E10,60,373,323,305,67,81,147,144,0.77537465
32.415707,31.068233,2025,4,NorthSinai,0.0511,20.009531,11.0277605,56.20355,0.038560215,1.0286565E10,60,341,348,312,202,80,143,195,7.9E-5
32.101295,30.96942,2025,4,NorthSinai,0.29135,20.071648,10.536561,54.18725,0.02138441,1.0192552E10,80,305,291,404,182,79,131,222,0.2478247
32.67622,30.035172,2025,4,NorthSinai,0.1061,20.874523,7.2987843,41.438675,0.0043102396,1.1235702E10,60,399,302,299,57,80,141,156,3.13E-4
33.053513,30.187885,2025,4,NorthSinai,0.10325,18.40935,4.839702,40.752632,0.02624176,1.1274085E10,60,277,356,368,39,80,140,133,0.036842473
33.951828,31.104166,2025,4,NorthSinai,0.11005,19.195644,9.787863,54.424664,0.049330886,1.0526614E10,60,381,358,261,61,79,145,191,0.8326318
32.59537,30.071104,2025,4,NorthSinai,0.1002,21.176414,8.320751,43.6095,0.009063128,1.1024592E10,60,417,292,292,75,80,135,146,1.4362831
32.34384,29.738728,2025,4,NorthSinai,0.08535,21.851965,7.4339294,39.38972,0.0058270474,1.117269E10,60,450,295,256,68,80,136,161,0.171684
34.149456,29.505165,2025,4,NorthSinai,0.094,19.113695,1.9264263,31.747046,0.011109961,1.169751E10,60,290,343,368,37,81,140,149,0.016749553
32.433674,29.927374,2025,4,NorthSinai,0.1006,20.38859,6.919742,41.60483,0.012727149,1.1033483E10,60,420,264,317,74,80,137,144,2.8295398
32.50554,30.008223,2025,4,NorthSinai,0.0989,21.306543,8.462703,43.68097,0.00580534,1.095512E10,60,431,285,285,134,80,138,143,1.6224365
34.356068,30.82569,2025,4,NorthSinai,0.08865,19.005209,6.270008,43.356026,0.037653882,1.0804624E10,60,324,363,313,49,79,143,145,0.47989273
33.7003,30.646027,2025,4,NorthSinai,0.10325,19.50614,7.7307396,46.450493,0.020530825,1.0914568E10,60,352,354,294,50,80,144,142,4.2354
32.54147,30.358564,2025,4,NorthSinai,0.10645,20.306187,8.269774,45.853,0.015068192,1.0752017E10,60,379,340,282,51,80,143,150,1.0055484E-4
34.19437,31.265863,2025,4,NorthSinai,0.31615,19.944899,9.806032,52.01091,0.089106426,1.0093852E10,40,463,315,223,132,80,148,230,3.3281703
32.721134,30.044155,2025,4,NorthSinai,0.0996,20.874523,7.2987843,41.438675,0.0043102396,1.1235702E10,60,388,313,300,65,80,138,181,0.0142185
32.415707,30.68196,2025,4,NorthSinai,0.16935,19.976746,8.90354,48.849518,0.019999083,1.0571089E10,60,350,339,313,61,80,141,146,0.015927572
32.370792,29.756693,2025,4,NorthSinai,0.08495,21.132833,7.640793,41.74968,0.005590793,1.1064884E10,60,426,306,269,58,81,137,145,3.0E-6
34.01471,31.176031,2025,4,NorthSinai,0.13075,19.424467,10.487128,56.223297,0.06531773,1.0366707E10,60,362,356,283,94,79,146,188,0.27702954
34.19437,29.990255,2025,4,NorthSinai,0.1007,19.284933,4.0958896,36.625134,0.009995492,1.1404127E10,60,285,382,335,37,80,138,114,1.0E-6
33.25114,31.050268,2025,4,NorthSinai,0.103,19.6807,11.571139,59.465282,0.04859529,1.043006E10,60,358,339,303,81,81,145,149,1.0349004
34.167423,29.981272,2025,4,NorthSinai,0.11585,19.284933,4.0958896,36.625134,0.009995492,1.1404127E10,60,303,392,306,44,80,136,115,0.0046841134
32.59537,30.394497,2025,4,NorthSinai,0.10625,19.855232,7.6800966,45.29736,0.012799013,1.0904292E10,60,385,313,303,45,80,142,167,3.78E-4
32.262993,30.726873,2025,4,NorthSinai,0.3688,20.357237,9.083414,48.295353,0.020639846,1.0477332E10,60,370,319,311,251,77,128,190,9.211273
34.311153,30.924503,2025,4,NorthSinai,0.10685,19.137993,7.2489657,45.98951,0.04729259,1.0690869E10,60,349,351,301,45,79,144,151,1.59921
33.098427,29.666862,2025,4,NorthSinai,0.10485,19.38805,3.7257075,35.455982,0.01354197,1.1564969E10,60,239,331,431,66,79,138,145,1.33E-4
32.227062,30.951452,2025,4,NorthSinai,0.2541,20.13396,10.475032,53.75754,0.028208155,1.0238815E10,40,338,275,388,188,79,123,214,0.010595964
32.379776,30.151953,2025,4,NorthSinai,0.08025,21.034254,8.357874,44.103077,0.016194867,1.0815952E10,60,412,271,318,60,80,140,134,5.8396086E-5
34.40098,30.646027,2025,4,NorthSinai,0.10805,18.833845,5.300211,40.97679,0.03400235,1.1063482E10,60,342,385,274,56,80,144,133,0.008601599
34.212337,29.586014,2025,4,NorthSinai,0.09385,19.57615,2.8614416,32.967926,0.011401653,1.164734E10,60,313,362,325,37,80,138,142,0.004562
32.30791,29.891441,2025,4,NorthSinai,0.08595,20.144241,6.1731496,40.12299,0.02237526,1.1068225E10,60,406,292,303,61,80,135,145,0.6232373
32.54147,30.996368,2025,4,NorthSinai,0.10195,20.089273,10.106504,52.59562,0.03011919,1.0383657E10,60,345,375,281,122,80,145,134,0.27693108
33.5386,30.619076,2025,4,NorthSinai,0.0905,18.75786,7.1037564,46.628704,0.023291433,1.0924105E10,60,317,364,320,41,79,145,134,0.002445
32.442657,31.059252,2025,4,NorthSinai,0.21135,20.009531,11.0277605,56.20355,0.038560215,1.0286565E10,60,315,342,343,183,79,141,192,0.092383325
34.086575,30.77179,2025,4,NorthSinai,0.09725,19.01998,7.502433,47.139225,0.031269386,1.0821944E10,60,324,372,305,37,80,146,138,0.11437773
32.36181,29.792627,2025,4,NorthSinai,0.0907,21.132833,7.640793,41.74968,0.005590793,1.1064884E10,60,430,259,312,52,80,136,149,0.0014597418
33.17029,30.448397,2025,4,NorthSinai,0.09845,19.241077,6.374959,43.03298,0.02594275,1.1137584E10,60,320,349,332,44,80,140,138,0.44796205
32.20011,31.104166,2025,4,NorthSinai,0.30715,19.874386,11.16601,57.19893,0.0331155,1.0191616E10,80,347,328,326,324,80,124,201,1.2032492
32.406723,30.74484,2025,4,NorthSinai,0.1348,19.976746,8.90354,48.849518,0.019999083,1.0571089E10,60,352,325,324,66,80,139,145,0.041445114
33.28707,30.2867,2025,4,NorthSinai,0.1039,19.037088,5.7493567,41.740486,0.023771897,1.1184394E10,60,344,334,323,49,81,139,136,0.017278
32.379776,31.059252,2025,4,NorthSinai,0.1818,20.009531,11.0277605,56.20355,0.038560215,1.0286565E10,60,300,328,373,185,79,142,188,0.11407164
