longitude,latitude,year,month,area,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,LC_Type1,sand,silt,clay,soc,ph,bdod,cec,POP
31.158066,30.2867,2024,9,Dakahlia,0.47355,28.697454,16.846504,48.69779,4.1353222E-4,9.595302E9,40,424,298,279,369,72,134,195,3.3670726
31.11315,30.610094,2024,9,Dakahlia,0.20835,28.407183,17.324146,51.048347,5.606886E-4,9.421098E9,50,385,279,337,334,75,129,185,10.025696
31.31078,30.295683,2024,9,Dakahlia,0.36145,28.69241,16.742094,48.390137,3.8338345E-4,9.615749E9,50,426,255,319,298,74,131,186,155.14273
31.25688,30.43043,2024,9,Dakahlia,0.35455,28.619791,16.837788,48.89092,4.847188E-4,9.546937E9,40,399,270,330,372,74,133,187,22.247366
31.445526,30.565178,2024,9,Dakahlia,0.2725,28.594156,17.244825,50.243496,5.6319946E-4,9.429685E9,50,327,284,390,331,74,133,190,159.89555
31.16705,30.68196,2024,9,Dakahlia,0.28095,28.33959,17.41348,51.53988,6.2109047E-4,9.377262E9,40,355,281,365,418,74,130,185,0.6139963
31.0862,30.610094,2024,9,Dakahlia,0.40615,28.407183,17.324146,51.048347,5.606886E-4,9.421098E9,10,412,271,318,390,74,129,187,65.51838
31.292812,30.655008,2024,9,Dakahlia,0.5277,28.400064,17.374485,51.23232,6.1396026E-4,9.374038E9,40,356,312,333,440,73,130,190,2.0793455
31.11315,30.619076,2024,9,Dakahlia,0.31225,28.407183,17.324146,51.048347,5.606886E-4,9.421098E9,40,374,288,338,351,74,128,191,61.683784
31.02332,30.60111,2024,9,Dakahlia,0.3388,28.340837,17.392653,51.46833,6.401677E-4,9.430506E9,40,368,272,360,422,74,130,187,0.3551429
31.122133,30.574162,2024,9,Dakahlia,0.22855,28.407183,17.324146,51.048347,5.606886E-4,9.421098E9,40,357,296,349,282,75,135,188,39.332523
31.319763,30.43043,2024,9,Dakahlia,0.44235,28.619791,16.837788,48.89092,4.847188E-4,9.546937E9,40,377,260,363,293,76,133,196,16.759264
31.45451,30.080088,2024,9,Dakahlia,0.10275,27.860725,15.858413,48.010117,5.2422174E-4,9.910728E9,60,434,254,312,38,80,136,154,8.884856
31.292812,30.394497,2024,9,Dakahlia,0.3118,28.619791,16.837788,48.89092,4.847188E-4,9.546937E9,40,392,257,352,294,75,133,184,10.253623
31.104166,30.268734,2024,9,Dakahlia,0.49755,28.668736,16.900963,48.947968,4.5893606E-4,9.603854E9,10,437,287,276,592,71,130,217,2.1335707
31.005352,30.726873,2024,9,Dakahlia,0.394,28.189104,17.504934,52.295013,6.42496E-4,9.385787E9,40,369,289,342,344,74,128,176,0.043965522
31.337729,30.735857,2024,9,Dakahlia,0.43805,28.400064,17.374485,51.23232,6.1396026E-4,9.374038E9,40,356,305,339,511,73,129,189,0.6502426
31.337729,30.250767,2024,9,Dakahlia,0.47375,28.69241,16.742094,48.390137,3.8338345E-4,9.615749E9,40,424,267,309,311,73,133,177,7.2042837
31.409594,30.133986,2024,9,Dakahlia,0.1013,28.298027,16.148237,47.675545,4.3682646E-4,9.856872E9,50,490,266,245,48,80,137,136,3.3293784
31.373661,30.843655,2024,9,Dakahlia,0.4886,28.300566,17.552399,52.11245,6.9223606E-4,9.324356E9,50,359,296,344,564,71,130,190,3.1805897
