longitude,latitude,year,month,area,ndvi,t2m_c,td2m_c,rh_pct,tp_m,ssrd_jm2,LC_Type1,sand,silt,clay,soc,ph,bdod,cec,POP
31.158066,30.2867,2024,5,Dakahlia,0.4252,25.63999,10.44914,38.431355,0.0036617694,1.2441321E10,40,424,298,279,369,72,134,195,3.3670726
31.11315,30.610094,2024,5,Dakahlia,0.2204,25.199755,11.060667,41.090122,0.0101291025,1.2292043E10,50,385,279,337,334,75,129,185,10.025696
31.31078,30.295683,2024,5,Dakahlia,0.3631,25.645462,10.31738,38.082436,0.0023025787,1.245968E10,50,426,255,319,298,74,131,186,155.14273
31.25688,30.43043,2024,5,Dakahlia,0.3582,25.512836,10.543604,38.96758,0.004210408,1.2393629E10,40,399,270,330,372,74,133,187,22.247366
31.445526,30.565178,2024,5,Dakahlia,0.24585,25.375547,11.01023,40.526203,0.0032585403,1.2280442E10,50,327,284,390,331,74,133,190,159.89555
31.16705,30.68196,2024,5,Dakahlia,0.2998,25.087841,11.146523,41.6016,0.007091713,1.224797E10,40,355,281,365,418,74,130,185,0.6139963
31.0862,30.610094,2024,5,Dakahlia,0.4487,25.199755,11.060667,41.090122,0.0101291025,1.2292043E10,10,412,271,318,390,74,129,187,65.51838
31.292812,30.655008,2024,5,Dakahlia,0.3139,25.138887,11.105427,41.362194,0.004088695,1.2235768E10,40,356,312,333,440,73,130,190,2.0793455
31.11315,30.619076,2024,5,Dakahlia,0.32935,25.199755,11.060667,41.090122,0.0101291025,1.2292043E10,40,374,288,338,351,74,128,191,61.683784
31.02332,30.60111,2024,5,Dakahlia,0.37255,25.15237,11.064361,41.216446,0.009861746,1.2310687E10,40,368,272,360,422,74,130,187,0.3551429
31.122133,30.574162,2024,5,Dakahlia,0.2532,25.199755,11.060667,41.090122,0.0101291025,1.2292043E10,40,357,296,349,282,75,135,188,39.332523
31.319763,30.43043,2024,5,Dakahlia,0.3236,25.512836,10.543604,38.96758,0.004210408,1.2393629E10,40,377,260,363,293,76,133,196,16.759264
